"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"5314",Dec 1988,1988-12-12,"POSCO",3173272,0.56,87.68,200.6,"1988-1989",0,0
"5315",Dec 1988,1988-12-12,"SG.CHOONGBANG",81759.94,1.15,434.16,13.6,"1988-1989",0,0
"5316",Dec 1988,1988-12-12,"SK.NETWORKS",178225.8,0.68,695.83,12.1,"1988-1989",0,0
"5317",Dec 1988,1988-12-12,"TONGYANG",177683.9,0.6,445.53,5.2,"1988-1989",0,0
"5318",Dec 1988,1988-12-12,"TORAY.CHEMICAL.KOREA",122880,0.66,301.35,4.5,"1988-1989",0,0
"5319",Dec 1988,1988-12-13,"CJ.LOGISTICS",91999.94,0.77,244.79,1.7,"1988-1989",0,0
"5320",Dec 1988,1988-12-13,"DAEHAN.SYNTHETIC.FIBER",36652.8,1.72,571.29,10.8,"1988-1989",0,0
"5321",Dec 1988,1988-12-13,"DONG.A.SOCIO.HOLDINGS",69082.44,0.86,269.32,69.4,"1988-1989",0,0
"5322",Dec 1988,1988-12-13,"DONG.WHA.PHARM.",27221,0.84,216.55,64.8,"1988-1989",0,0
"5323",Dec 1988,1988-12-13,"GREEN.CROSS.HDG.",35510,0.71,100.32,8.7,"1988-1989",0,0
"5324",Dec 1988,1988-12-13,"GS.GLOBAL",104488.9,0.52,714.51,1.6,"1988-1989",0,0
"5325",Dec 1988,1988-12-13,"KCC",103839.9,0.68,228.06,8.4,"1988-1989",0,0
"5326",Dec 1988,1988-12-13,"KIA.MOTORS",743999.4,0.42,459.46,176,"1988-1989",0,0
"5327",Dec 1988,1988-12-13,"LG",761399.8,0.46,464.75,313.8,"1988-1989",0,0
"5328",Dec 1988,1988-12-13,"LG.INTL.",244999.9,0.36,775.42,307.9,"1988-1989",0,0
"5329",Dec 1988,1988-12-13,"LS",163999.9,0.59,307.87,68.5,"1988-1989",0,0
"5330",Dec 1988,1988-12-13,"POSCO",3286916,0.54,90.82,178.6,"1988-1989",0,0
"5331",Dec 1988,1988-12-13,"SG.CHOONGBANG",81759.94,1.15,434.16,17.3,"1988-1989",0,0
"5332",Dec 1988,1988-12-13,"SK.NETWORKS",180149.1,0.67,703.34,36,"1988-1989",0,0
"5333",Dec 1988,1988-12-13,"TONGYANG",179050.8,0.59,448.96,7.8,"1988-1989",0,0
"5334",Dec 1988,1988-12-13,"TORAY.CHEMICAL.KOREA",121600,0.66,298.21,1.1,"1988-1989",0,0
"5335",Dec 1988,1988-12-14,"CJ.LOGISTICS",92919.94,0.76,247.24,2.4,"1988-1989",0,0
"5336",Dec 1988,1988-12-14,"DONG.A.SOCIO.HOLDINGS",69082.44,0.86,269.32,54.7,"1988-1989",0,0
"5337",Dec 1988,1988-12-14,"DONG.WHA.PHARM.",26895,0.85,213.96,55.7,"1988-1989",0,0
"5338",Dec 1988,1988-12-14,"KCC",103839.9,0.68,228.06,3.7,"1988-1989",0,0
"5339",Dec 1988,1988-12-14,"KIA.MOTORS",740999.8,0.43,457.61,12,"1988-1989",0,0
"5340",Dec 1988,1988-12-14,"LG",761399.8,0.46,464.75,177.4,"1988-1989",0,0
"5341",Dec 1988,1988-12-14,"LG.INTL.",248999.9,0.36,788.08,202.5,"1988-1989",0,0
"5342",Dec 1988,1988-12-14,"LS",162999.9,0.6,306,32.1,"1988-1989",0,0
"5343",Dec 1988,1988-12-14,"POSCO",3339367,0.53,92.27,346,"1988-1989",0,0
"5344",Dec 1988,1988-12-14,"SG.CHOONGBANG",81199.94,1.15,431.18,12,"1988-1989",0,0
"5345",Dec 1988,1988-12-14,"SK.NETWORKS",183354.6,0.66,715.85,13.7,"1988-1989",0,0
"5346",Dec 1988,1988-12-14,"TONGYANG",179050.8,0.59,448.96,1.8,"1988-1989",0,0
"5347",Dec 1988,1988-12-15,"CJ.LOGISTICS",93379.94,0.76,248.46,1.7,"1988-1989",0,0
"5348",Dec 1988,1988-12-15,"DAEHAN.SYNTHETIC.FIBER",35856,1.75,558.87,10.7,"1988-1989",0,0
"5349",Dec 1988,1988-12-15,"DONG.A.SOCIO.HOLDINGS",68704.94,0.87,267.85,56.2,"1988-1989",0,0
"5350",Dec 1988,1988-12-15,"DONG.WHA.PHARM.",26895,0.85,213.96,34.8,"1988-1989",0,0
"5351",Dec 1988,1988-12-15,"GREEN.CROSS.HDG.",34450,0.74,97.33,1.5,"1988-1989",0,0
"5352",Dec 1988,1988-12-15,"KCC",101639.9,0.69,223.23,11.7,"1988-1989",0,0
"5353",Dec 1988,1988-12-15,"KIA.MOTORS",737999.6,0.43,455.75,19.5,"1988-1989",0,0
"5354",Dec 1988,1988-12-15,"LG",745199.3,0.47,454.86,306.5,"1988-1989",0,0
"5355",Dec 1988,1988-12-15,"LG.INTL.",258999.9,0.34,819.73,194.2,"1988-1989",0,0
"5356",Dec 1988,1988-12-15,"LS",160999.9,0.61,302.24,34.4,"1988-1989",0,0
"5357",Dec 1988,1988-12-15,"POSCO",3234465,0.55,89.37,147.4,"1988-1989",0,0
"5358",Dec 1988,1988-12-15,"SG.CHOONGBANG",80079.94,1.16,425.24,6.9,"1988-1989",0,0
"5359",Dec 1988,1988-12-15,"SK.NETWORKS",189765.6,0.64,740.88,6.3,"1988-1989",0,0
"5360",Dec 1988,1988-12-15,"TONGYANG",177000.6,0.6,443.82,1.6,"1988-1989",0,0
"5361",Dec 1988,1988-12-16,"CJ.LOGISTICS",93379.94,0.76,248.46,1.4,"1988-1989",0,0
"5362",Dec 1988,1988-12-16,"DAEHAN.SYNTHETIC.FIBER",35723.2,1.75,556.8,20.4,"1988-1989",0,0
"5363",Dec 1988,1988-12-16,"DONG.A.SOCIO.HOLDINGS",67949.94,0.88,264.91,21.8,"1988-1989",0,0
"5364",Dec 1988,1988-12-16,"DONG.WHA.PHARM.",26080,0.88,207.47,3.5,"1988-1989",0,0
"5365",Dec 1988,1988-12-16,"DONGBU.HITEK",28891,0.95,373.97,1.6,"1988-1989",0,0
"5366",Dec 1988,1988-12-16,"GS.GLOBAL",111922.9,0.48,765.35,1.9,"1988-1989",0,0
"5367",Dec 1988,1988-12-16,"KCC",101639.9,0.69,223.23,1.5,"1988-1989",0,0
"5368",Dec 1988,1988-12-16,"KIA.MOTORS",734999.3,0.43,453.9,11.6,"1988-1989",0,0
"5369",Dec 1988,1988-12-16,"LG",751679.6,0.47,458.82,180.2,"1988-1989",0,0
"5370",Dec 1988,1988-12-16,"LG.INTL.",264999.9,0.34,838.72,270,"1988-1989",0,0
"5371",Dec 1988,1988-12-16,"LS",157999.9,0.62,296.61,27,"1988-1989",0,0
"5372",Dec 1988,1988-12-16,"POSCO",3260691,0.55,90.1,436.4,"1988-1989",0,0
"5373",Dec 1988,1988-12-16,"SG.CHOONGBANG",78399.94,1.19,416.31,2.6,"1988-1989",0,0
"5374",Dec 1988,1988-12-16,"SK.NETWORKS",192329.9,0.63,750.9,18.5,"1988-1989",0,0
"5375",Dec 1988,1988-12-16,"TORAY.CHEMICAL.KOREA",120320,0.67,295.07,1.3,"1988-1989",0,0
"5376",Dec 1988,1988-12-19,"CJ.LOGISTICS",94759.94,0.75,252.13,5.7,"1988-1989",0,0
"5377",Dec 1988,1988-12-19,"DONG.A.SOCIO.HOLDINGS",67949.94,0.88,264.91,64.1,"1988-1989",0,0
"5378",Dec 1988,1988-12-19,"DONG.WHA.PHARM.",26569,0.86,211.36,2.5,"1988-1989",0,0
"5379",Dec 1988,1988-12-19,"DONGBU.HITEK",28891,0.95,373.97,6.3,"1988-1989",0,0
"5380",Dec 1988,1988-12-19,"GREEN.CROSS.HDG.",34450,0.74,97.33,1.1,"1988-1989",0,0
"5381",Dec 1988,1988-12-19,"GS.GLOBAL",118117.9,0.46,807.71,3,"1988-1989",0,0
"5382",Dec 1988,1988-12-19,"KCC",102079.9,0.68,224.2,25.2,"1988-1989",0,0
"5383",Dec 1988,1988-12-19,"KIA.MOTORS",768000,0.41,474.28,12.8,"1988-1989",0,0
"5384",Dec 1988,1988-12-19,"LG",780839.8,0.45,476.62,251.8,"1988-1989",0,0
"5385",Dec 1988,1988-12-19,"LG.INTL.",273999.9,0.33,867.2,266.8,"1988-1989",0,0
"5386",Dec 1988,1988-12-19,"LS",165999.9,0.58,311.63,49.1,"1988-1989",0,0
"5387",Dec 1988,1988-12-19,"POSCO",3409301,0.52,94.2,236.6,"1988-1989",0,0
"5388",Dec 1988,1988-12-19,"SG.CHOONGBANG",81759.94,1.15,434.16,6.7,"1988-1989",0,0
"5389",Dec 1988,1988-12-19,"SK.NETWORKS",195535.4,0.62,763.41,7,"1988-1989",0,0
"5390",Dec 1988,1988-12-19,"TONGYANG",172900.2,0.61,433.54,3.5,"1988-1989",0,0
"5391",Dec 1988,1988-12-19,"TORAY.CHEMICAL.KOREA",119680,0.68,293.5,1.7,"1988-1989",0,0
"5392",Dec 1988,1988-12-20,"DONG.A.SOCIO.HOLDINGS",67949.94,0.88,264.91,78.3,"1988-1989",0,0
"5393",Dec 1988,1988-12-20,"DONG.WHA.PHARM.",26569,0.86,211.36,74.5,"1988-1989",0,0
"5394",Dec 1988,1988-12-20,"DONGBU.HITEK",28545,0.96,369.49,5.4,"1988-1989",0,0
"5395",Dec 1988,1988-12-20,"GS.GLOBAL",115226.9,0.47,787.94,1.6,"1988-1989",0,0
"5396",Dec 1988,1988-12-20,"KCC",101199.9,0.69,222.26,20.8,"1988-1989",0,0
"5397",Dec 1988,1988-12-20,"KIA.MOTORS",768000,0.41,474.28,32.3,"1988-1989",0,0
"5398",Dec 1988,1988-12-20,"LG",767879.4,0.46,468.71,138.3,"1988-1989",0,0
"5399",Dec 1988,1988-12-20,"LG.INTL.",272999.9,0.33,864.04,215.2,"1988-1989",0,0
"5400",Dec 1988,1988-12-20,"LS",163999.9,0.59,307.87,85.9,"1988-1989",0,0
"5401",Dec 1988,1988-12-20,"POSCO",3295657,0.54,91.06,64.1,"1988-1989",0,0
"5402",Dec 1988,1988-12-20,"SG.CHOONGBANG",80079.94,1.16,425.24,7.3,"1988-1989",0,0
"5403",Dec 1988,1988-12-20,"SK.NETWORKS",192971.1,0.62,753.4,22,"1988-1989",0,0
"5404",Dec 1988,1988-12-21,"DONG.A.SOCIO.HOLDINGS",68327.44,0.88,266.38,52.7,"1988-1989",0,0
"5405",Dec 1988,1988-12-21,"DONG.WHA.PHARM.",27824.1,0.83,211.36,81.1,"1988-1989",0,0
"5406",Dec 1988,1988-12-21,"DONGBU.HITEK",28372,0.97,367.25,4,"1988-1989",0,0
"5407",Dec 1988,1988-12-21,"GS.GLOBAL",117704.9,0.46,804.89,2,"1988-1989",0,0
"5408",Dec 1988,1988-12-21,"KCC",102079.9,0.68,224.2,7.2,"1988-1989",0,0
"5409",Dec 1988,1988-12-21,"KIA.MOTORS",797999.8,0.39,492.81,26.1,"1988-1989",0,0
"5410",Dec 1988,1988-12-21,"LG",780839.8,0.45,476.62,137.8,"1988-1989",0,0
"5411",Dec 1988,1988-12-21,"LG.INTL.",274999.9,0.32,870.37,333.7,"1988-1989",0,0
"5412",Dec 1988,1988-12-21,"LS",168999.9,0.57,317.26,67.9,"1988-1989",0,0
"5413",Dec 1988,1988-12-21,"POSCO",3295657,0.54,91.06,347.1,"1988-1989",0,0
"5414",Dec 1988,1988-12-21,"SG.CHOONGBANG",81199.94,1.15,431.18,4.9,"1988-1989",0,0
"5415",Dec 1988,1988-12-21,"SK.NETWORKS",194253.3,0.62,758.4,24.9,"1988-1989",0,0
"5416",Dec 1988,1988-12-21,"TORAY.CHEMICAL.KOREA",121600,0.66,298.21,1.2,"1988-1989",0,0
"5417",Dec 1988,1988-12-22,"CJ.LOGISTICS",93379.94,0.76,248.46,3.5,"1988-1989",0,0
"5418",Dec 1988,1988-12-22,"DONG.A.SOCIO.HOLDINGS",66817.44,0.89,260.49,26.6,"1988-1989",0,0
"5419",Dec 1988,1988-12-22,"DONG.WHA.PHARM.",27312,0.84,207.47,3.1,"1988-1989",0,0
"5420",Dec 1988,1988-12-22,"GREEN.CROSS.HDG.",33390,0.76,94.33,401.1,"1988-1989",0,0
"5421",Dec 1988,1988-12-22,"GS.GLOBAL",114813.9,0.47,785.12,1.3,"1988-1989",0,0
"5422",Dec 1988,1988-12-22,"KCC",103399.9,0.68,227.09,14,"1988-1989",0,0
"5423",Dec 1988,1988-12-22,"KIA.MOTORS",809999.4,0.39,500.22,52.3,"1988-1989",0,0
"5424",Dec 1988,1988-12-22,"LG",777599.7,0.45,474.64,273.8,"1988-1989",0,0
"5425",Dec 1988,1988-12-22,"LG.INTL.",274999.9,0.32,870.37,244,"1988-1989",0,0
"5426",Dec 1988,1988-12-22,"LS",166999.9,0.58,313.5,39.5,"1988-1989",0,0
"5427",Dec 1988,1988-12-22,"POSCO",3295657,0.54,91.06,153.8,"1988-1989",0,0
"5428",Dec 1988,1988-12-22,"SG.CHOONGBANG",80079.94,1.16,425.24,9.9,"1988-1989",0,0
"5429",Dec 1988,1988-12-22,"SK.NETWORKS",191047.8,0.63,745.89,9.6,"1988-1989",0,0
"5430",Dec 1988,1988-12-22,"TONGYANG",173608.9,0.61,435.25,3.3,"1988-1989",0,0
"5431",Dec 1988,1988-12-22,"TORAY.CHEMICAL.KOREA",121600,0.66,298.21,1.6,"1988-1989",0,0
"5432",Dec 1988,1988-12-23,"CJ.LOGISTICS",93379.94,0.76,248.46,54.4,"1988-1989",0,0
"5433",Dec 1988,1988-12-23,"DONG.A.SOCIO.HOLDINGS",64174.98,0.93,250.19,27,"1988-1989",0,0
"5434",Dec 1988,1988-12-23,"DONG.WHA.PHARM.",26970.6,0.85,204.88,19.2,"1988-1989",0,0
"5435",Dec 1988,1988-12-23,"GREEN.CROSS.HDG.",34450,0.74,97.33,2.3,"1988-1989",0,0
"5436",Dec 1988,1988-12-23,"GS.GLOBAL",115639.9,0.47,790.77,1.3,"1988-1989",0,0
"5437",Dec 1988,1988-12-23,"KCC",101639.9,0.69,223.23,16,"1988-1989",0,0
"5438",Dec 1988,1988-12-23,"KIA.MOTORS",797999.8,0.39,492.81,24.3,"1988-1989",0,0
"5439",Dec 1988,1988-12-23,"LG",771119.5,0.45,470.69,156.5,"1988-1989",0,0
"5440",Dec 1988,1988-12-23,"LG.INTL.",273999.9,0.33,867.2,216.6,"1988-1989",0,0
"5441",Dec 1988,1988-12-23,"LS",162999.9,0.6,306,34.2,"1988-1989",0,0
"5442",Dec 1988,1988-12-23,"POSCO",3234465,0.55,89.37,166,"1988-1989",0,0
"5443",Dec 1988,1988-12-23,"SG.CHOONGBANG",78959.94,1.19,419.29,3.1,"1988-1989",0,0
"5444",Dec 1988,1988-12-23,"SK.NETWORKS",189124.4,0.64,738.38,11.2,"1988-1989",0,0
"5445",Dec 1988,1988-12-26,"CJ.LOGISTICS",94299.94,0.75,250.91,42.1,"1988-1989",0,0
"5446",Dec 1988,1988-12-26,"DONG.A.SOCIO.HOLDINGS",66817.44,0.89,260.49,91.8,"1988-1989",0,0
"5447",Dec 1988,1988-12-26,"DONG.WHA.PHARM.",26629.2,0.86,202.29,20.9,"1988-1989",0,0
"5448",Dec 1988,1988-12-26,"DONGBU.HITEK",28372,0.97,367.25,1.9,"1988-1989",0,0
"5449",Dec 1988,1988-12-26,"GS.GLOBAL",123073.9,0.44,841.6,1.3,"1988-1989",0,0
"5450",Dec 1988,1988-12-26,"KCC",103399.9,0.68,227.09,19,"1988-1989",0,0
"5451",Dec 1988,1988-12-26,"KIA.MOTORS",800999.9,0.39,494.66,19.1,"1988-1989",0,0
"5452",Dec 1988,1988-12-26,"LG",800279.8,0.44,488.49,205.1,"1988-1989",0,0
"5453",Dec 1988,1988-12-26,"LG.INTL.",288000,0.31,911.51,203.6,"1988-1989",0,0
"5454",Dec 1988,1988-12-26,"LS",162999.9,0.6,306,41.1,"1988-1989",0,0
"5455",Dec 1988,1988-12-26,"POSCO",3321883,0.53,91.79,283.8,"1988-1989",0,0
"5456",Dec 1988,1988-12-26,"SG.CHOONGBANG",78959.94,1.19,419.29,6.1,"1988-1989",0,0
"5457",Dec 1988,1988-12-26,"SK.NETWORKS",196176.6,0.62,765.91,14.8,"1988-1989",0,0
"5458",Dec 1988,1988-12-26,"TONGYANG",174292.4,0.61,436.96,1.7,"1988-1989",0,0
"5459",Dec 1988,1988-12-26,"TORAY.CHEMICAL.KOREA",117120,0.69,287.22,2.2,"1988-1989",0,0
"5460",Jan 1989,1989-01-04,"CJ",121600,0.9,267.68,1.4,"1988-1989",0,0
"5461",Jan 1989,1989-01-04,"DAEWOONG",17500,1.15,209.08,6.2,"1988-1989",0,0
"5462",Jan 1989,1989-01-04,"DONG.A.SOCIO.HOLDINGS",69459.94,0.86,270.79,16.7,"1988-1989",0,0
"5463",Jan 1989,1989-01-04,"DONGSUNG.CHEMICAL",58999.97,0.77,97.4,8.5,"1988-1989",0,0
"5464",Jan 1989,1989-01-04,"KCC",101199.9,0.8,228.06,3.6,"1988-1989",0,0
"5465",Jan 1989,1989-01-04,"KIA.MOTORS",815999.9,0.68,515.04,7.6,"1988-1989",0,0
"5466",Jan 1989,1989-01-04,"KOREAN.AIR.LINES",705599.9,0.49,1015.03,9.6,"1988-1989",0,0
"5467",Jan 1989,1989-01-04,"LG",813239.5,0.55,511.23,114.4,"1988-1989",0,0
"5468",Jan 1989,1989-01-04,"LG.INTL.",292999.9,0.44,943.16,15.1,"1988-1989",0,0
"5469",Jan 1989,1989-01-04,"LS",162999.9,0.93,306,22.2,"1988-1989",0,0
"5470",Jan 1989,1989-01-04,"POSCO",3405371,1.32,95.54,144.9,"1988-1989",0,0
"5471",Jan 1989,1989-01-04,"SG.CHOONGBANG",75599.94,1.23,423.75,4.6,"1988-1989",0,0
"5472",Jan 1989,1989-01-04,"SK.NETWORKS",200664.3,0.76,798.45,7.7,"1988-1989",0,0
"5473",Jan 1989,1989-01-05,"CJ",126539.9,0.86,278.55,32.8,"1988-1989",0,0
"5474",Jan 1989,1989-01-05,"DAEWOONG",17850,1.12,213.26,14.7,"1988-1989",0,0
"5475",Jan 1989,1989-01-05,"DONG.A.SOCIO.HOLDINGS",69837.44,0.85,272.26,85.5,"1988-1989",0,0
"5476",Jan 1989,1989-01-05,"DONG.WHA.PHARM.",27312,0.84,207.47,16.7,"1988-1989",0,0
"5477",Jan 1989,1989-01-05,"DONGSUNG.CHEMICAL",57749.99,0.79,95.34,35.6,"1988-1989",0,0
"5478",Jan 1989,1989-01-05,"GREEN.CROSS.HDG.",35192,0.72,99.42,9.5,"1988-1989",0,0
"5479",Jan 1989,1989-01-05,"GS.GLOBAL",130094.9,0.48,911.71,1.8,"1988-1989",0,0
"5480",Jan 1989,1989-01-05,"KCC",100319.9,0.81,226.08,11.4,"1988-1989",0,0
"5481",Jan 1989,1989-01-05,"KIA.MOTORS",809999.4,0.68,511.25,18.1,"1988-1989",0,0
"5482",Jan 1989,1989-01-05,"KOREAN.AIR.LINES",729599.8,0.47,1049.55,133.7,"1988-1989",0,0
"5483",Jan 1989,1989-01-05,"LG",790559.4,0.56,496.97,182.5,"1988-1989",0,0
"5484",Jan 1989,1989-01-05,"LG.INTL.",302999.9,0.42,975.35,233.7,"1988-1989",0,0
"5485",Jan 1989,1989-01-05,"LS",162999.9,0.93,306,87.5,"1988-1989",0,0
"5486",Jan 1989,1989-01-05,"POSCO",3405371,1.32,95.54,184.7,"1988-1989",0,0
"5487",Jan 1989,1989-01-05,"SG.CHOONGBANG",74479.94,1.25,417.47,5.6,"1988-1989",0,0
"5488",Jan 1989,1989-01-05,"SK.NETWORKS",202587.6,0.75,806.11,14.4,"1988-1989",0,0
"5489",Jan 1989,1989-01-05,"TONGYANG",177709.9,0.93,458.48,1.8,"1988-1989",0,0
"5490",Jan 1989,1989-01-06,"CJ",123499.9,0.88,271.86,12.9,"1988-1989",0,0
"5491",Jan 1989,1989-01-06,"DAEWOONG",17850,1.12,213.26,17.4,"1988-1989",0,0
"5492",Jan 1989,1989-01-06,"DONG.A.SOCIO.HOLDINGS",69837.44,0.85,272.26,21.9,"1988-1989",0,0
"5493",Jan 1989,1989-01-06,"DONG.WHA.PHARM.",27312,0.84,207.47,17.1,"1988-1989",0,0
"5494",Jan 1989,1989-01-06,"DONGSUNG.CHEMICAL",57749.99,0.79,95.34,24.2,"1988-1989",0,0
"5495",Jan 1989,1989-01-06,"GREEN.CROSS.HDG.",35192,0.72,99.42,24.6,"1988-1989",0,0
"5496",Jan 1989,1989-01-06,"GS.GLOBAL",135050.9,0.46,946.44,3.8,"1988-1989",0,0
"5497",Jan 1989,1989-01-06,"KCC",102519.9,0.79,231.04,5,"1988-1989",0,0
"5498",Jan 1989,1989-01-06,"KIA.MOTORS",821999.7,0.68,518.83,13.3,"1988-1989",0,0
"5499",Jan 1989,1989-01-06,"KOREAN.AIR.LINES",760799.5,0.45,1094.43,147.8,"1988-1989",0,0
"5500",Jan 1989,1989-01-06,"KUMHO.INDUSTRIAL",159279.9,0.97,1631.55,1.1,"1988-1989",0,0
"5501",Jan 1989,1989-01-06,"LG",822959.8,0.54,517.34,509.6,"1988-1989",0,0
"5502",Jan 1989,1989-01-06,"LG.INTL.",315999.9,0.41,1017.2,676.4,"1988-1989",0,0
"5503",Jan 1989,1989-01-06,"LS",161999.9,0.93,304.12,44.5,"1988-1989",0,0
"5504",Jan 1989,1989-01-06,"POSCO",3396192,1.33,95.29,82.2,"1988-1989",0,0
"5505",Jan 1989,1989-01-06,"SG.CHOONGBANG",73359.94,1.27,411.19,5.6,"1988-1989",0,0
"5506",Jan 1989,1989-01-06,"SK.NETWORKS",206434.1,0.74,821.41,14.6,"1988-1989",0,0
"5507",Jan 1989,1989-01-09,"CJ",124259.9,0.88,273.53,13.3,"1988-1989",0,0
"5508",Jan 1989,1989-01-09,"CJ.LOGISTICS",92459.94,1.08,252.16,3.3,"1988-1989",0,0
"5509",Jan 1989,1989-01-09,"DAEWOONG",17850,1.12,213.26,34.4,"1988-1989",0,0
"5510",Jan 1989,1989-01-09,"DONG.A.SOCIO.HOLDINGS",69837.44,0.85,272.26,51.5,"1988-1989",0,0
"5511",Jan 1989,1989-01-09,"DONG.WHA.PHARM.",27312,0.84,207.47,48.8,"1988-1989",0,0
"5512",Jan 1989,1989-01-09,"DONGBU.HITEK",26815,1.41,363.27,1.7,"1988-1989",0,0
"5513",Jan 1989,1989-01-09,"DONGBU.STEEL",145620.9,0.71,595.44,1,"1988-1989",0,0
"5514",Jan 1989,1989-01-09,"DONGSUNG.CHEMICAL",58999.97,0.77,97.4,45,"1988-1989",0,0
"5515",Jan 1989,1989-01-09,"GREEN.CROSS.HDG.",35192,0.72,99.42,3.8,"1988-1989",0,0
"5516",Jan 1989,1989-01-09,"GS.GLOBAL",130094.9,0.48,911.71,2.9,"1988-1989",0,0
"5517",Jan 1989,1989-01-09,"KCC",105600,0.76,237.98,17,"1988-1989",0,0
"5518",Jan 1989,1989-01-09,"KIA.MOTORS",842999.4,0.66,532.08,22,"1988-1989",0,0
"5519",Jan 1989,1989-01-09,"KOREAN.AIR.LINES",755999.7,0.45,1087.53,134.9,"1988-1989",0,0
"5520",Jan 1989,1989-01-09,"KUMHO.INDUSTRIAL",160159.9,0.96,1640.56,2.5,"1988-1989",0,0
"5521",Jan 1989,1989-01-09,"LG",819719.7,0.55,515.3,243.5,"1988-1989",0,0
"5522",Jan 1989,1989-01-09,"LG.INTL.",309999.9,0.41,997.88,422.3,"1988-1989",0,0
"5523",Jan 1989,1989-01-09,"LS",164999.9,0.92,309.75,134.7,"1988-1989",0,0
"5524",Jan 1989,1989-01-09,"POSCO",3350297,1.35,94,115.9,"1988-1989",0,0
"5525",Jan 1989,1989-01-09,"SG.CHOONGBANG",74479.94,1.25,417.47,6,"1988-1989",0,0
"5526",Jan 1989,1989-01-09,"SK.NETWORKS",201946.4,0.75,803.55,7.9,"1988-1989",0,0
"5527",Jan 1989,1989-01-09,"TONGYANG",177026.4,0.94,456.72,4,"1988-1989",0,0
"5528",Jan 1989,1989-01-09,"TORAY.CHEMICAL.KOREA",115200,0.76,294.09,1.4,"1988-1989",0,0
"5529",Jan 1989,1989-01-10,"CJ",124639.9,0.88,274.37,138.9,"1988-1989",0,0
"5530",Jan 1989,1989-01-10,"CJ.LOGISTICS",97059.94,1.03,264.71,6.3,"1988-1989",0,0
"5531",Jan 1989,1989-01-10,"DAEWOONG",18060,1.11,215.77,14.7,"1988-1989",0,0
"5532",Jan 1989,1989-01-10,"DONG.A.SOCIO.HOLDINGS",70214.94,0.85,273.74,80.2,"1988-1989",0,0
"5533",Jan 1989,1989-01-10,"DONG.WHA.PHARM.",27653.4,0.83,210.07,27.6,"1988-1989",0,0
"5534",Jan 1989,1989-01-10,"DONGBU.HITEK",26988,1.41,365.61,3.2,"1988-1989",0,0
"5535",Jan 1989,1989-01-10,"DONGSUNG.CHEMICAL",58749.99,0.78,96.99,28.4,"1988-1989",0,0
"5536",Jan 1989,1989-01-10,"GREEN.CROSS.HDG.",35192,0.72,99.42,1.9,"1988-1989",0,0
"5537",Jan 1989,1989-01-10,"GS.GLOBAL",127203.9,0.49,891.45,1.8,"1988-1989",0,0
"5538",Jan 1989,1989-01-10,"KCC",104719.9,0.77,235.99,16.8,"1988-1989",0,0
"5539",Jan 1989,1989-01-10,"KIA.MOTORS",851999.4,0.65,537.76,26.2,"1988-1989",0,0
"5540",Jan 1989,1989-01-10,"KOREAN.AIR.LINES",753599.8,0.46,1084.08,156.8,"1988-1989",0,0
"5541",Jan 1989,1989-01-10,"LG",803519.8,0.56,505.12,573.8,"1988-1989",0,0
"5542",Jan 1989,1989-01-10,"LG.INTL.",307999.9,0.42,991.44,299.8,"1988-1989",0,0
"5543",Jan 1989,1989-01-10,"LS",172999.9,0.87,324.77,215.3,"1988-1989",0,0
"5544",Jan 1989,1989-01-10,"POSCO",3331940,1.35,93.48,208.5,"1988-1989",0,0
"5545",Jan 1989,1989-01-10,"SG.CHOONGBANG",73359.94,1.27,411.19,4,"1988-1989",0,0
"5546",Jan 1989,1989-01-10,"SK.NETWORKS",195535.4,0.78,778.04,4.9,"1988-1989",0,0
"5547",Jan 1989,1989-01-10,"TONGYANG",170874.9,0.97,440.85,1,"1988-1989",0,0
"5548",Jan 1989,1989-01-11,"CJ",124259.9,0.88,273.53,25,"1988-1989",0,0
"5549",Jan 1989,1989-01-11,"CJ.LOGISTICS",97979.94,1.02,267.22,6.8,"1988-1989",0,0
"5550",Jan 1989,1989-01-11,"DAEWOONG",17850,1.12,213.26,11.8,"1988-1989",0,0
"5551",Jan 1989,1989-01-11,"DONG.A.SOCIO.HOLDINGS",70592.44,0.85,275.21,39.8,"1988-1989",0,0
"5552",Jan 1989,1989-01-11,"DONG.WHA.PHARM.",27312,0.84,207.47,25.3,"1988-1989",0,0
"5553",Jan 1989,1989-01-11,"DONGBU.STEEL",144129.9,0.71,589.35,1.5,"1988-1989",0,0
"5554",Jan 1989,1989-01-11,"DONGSUNG.CHEMICAL",58999.97,0.77,97.4,51.6,"1988-1989",0,0
"5555",Jan 1989,1989-01-11,"GS.GLOBAL",125964.9,0.49,882.76,1.5,"1988-1989",0,0
"5556",Jan 1989,1989-01-11,"KCC",104279.9,0.78,235,24.9,"1988-1989",0,0
"5557",Jan 1989,1989-01-11,"KIA.MOTORS",836999.6,0.66,528.29,14.7,"1988-1989",0,0
"5558",Jan 1989,1989-01-11,"KOREAN.AIR.LINES",741599.4,0.47,1066.81,95.5,"1988-1989",0,0
"5559",Jan 1989,1989-01-11,"KUMHO.INDUSTRIAL",161039.9,0.96,1649.58,1.2,"1988-1989",0,0
"5560",Jan 1989,1989-01-11,"LG",793799.5,0.56,499.01,169.5,"1988-1989",0,0
